,COMMUNE,DCLT,TRANS,AGEREVQ,IPONDI,ILTUU
1005,Ambérieu-en-Bugey (01004),Bourg-en-Bresse (01053),"Voiture, camion, fourgonnette",30 à 34 ans,1.2,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1008,Ambérieu-en-Bugey (01004),Bourg-en-Bresse (01053),"Voiture, camion, fourgonnette",35 à 39 ans,4.21,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1009,Ambérieu-en-Bugey (01004),Bourg-en-Bresse (01053),Transports en commun,35 à 39 ans,4.21,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1010,Ambérieu-en-Bugey (01004),Bourg-en-Bresse (01053),"Voiture, camion, fourgonnette",25 à 29 ans,4.4,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1013,Ambérieu-en-Bugey (01004),Bourg-en-Bresse (01053),"Voiture, camion, fourgonnette",50 à 54 ans,4.12,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1014,Ambérieu-en-Bugey (01004),Bourg-en-Bresse (01053),"Voiture, camion, fourgonnette",45 à 49 ans,3.62,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1018,Ambérieu-en-Bugey (01004),Bourg-en-Bresse (01053),"Voiture, camion, fourgonnette",55 à 59 ans,3.62,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1019,Ambérieu-en-Bugey (01004),Bourg-en-Bresse (01053),"Voiture, camion, fourgonnette",30 à 34 ans,3.62,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1023,Ambérieu-en-Bugey (01004),Bourg-en-Bresse (01053),"Voiture, camion, fourgonnette",55 à 59 ans,4.12,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1024,Ambérieu-en-Bugey (01004),Bourg-en-Bresse (01053),"Voiture, camion, fourgonnette",55 à 59 ans,3.79,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1026,Ambérieu-en-Bugey (01004),Bressolles (01062),"Voiture, camion, fourgonnette",20 à 24 ans,3.76,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1027,Ambérieu-en-Bugey (01004),Bressolles (01062),"Voiture, camion, fourgonnette",35 à 39 ans,3.76,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1028,Ambérieu-en-Bugey (01004),Briord (01064),"Voiture, camion, fourgonnette",45 à 49 ans,3.59,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1029,Ambérieu-en-Bugey (01004),Briord (01064),"Voiture, camion, fourgonnette",40 à 44 ans,4.09,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1030,Ambérieu-en-Bugey (01004),Briord (01064),"Voiture, camion, fourgonnette",30 à 34 ans,3.76,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1032,Ambérieu-en-Bugey (01004),Briord (01064),"Voiture, camion, fourgonnette",25 à 29 ans,1.24,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1033,Ambérieu-en-Bugey (01004),Cerdon (01068),"Voiture, camion, fourgonnette",20 à 24 ans,1.29,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1034,Ambérieu-en-Bugey (01004),Certines (01069),"Voiture, camion, fourgonnette",30 à 34 ans,3.62,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1036,Ambérieu-en-Bugey (01004),Certines (01069),"Voiture, camion, fourgonnette",45 à 49 ans,3.76,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1037,Ambérieu-en-Bugey (01004),Chalamont (01074),"Voiture, camion, fourgonnette",45 à 49 ans,1.24,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1038,Ambérieu-en-Bugey (01004),Château-Gaillard (01089),"Voiture, camion, fourgonnette",45 à 49 ans,4.4,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1039,Ambérieu-en-Bugey (01004),Château-Gaillard (01089),"Voiture, camion, fourgonnette",35 à 39 ans,5.0,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1040,Ambérieu-en-Bugey (01004),Château-Gaillard (01089),"Voiture, camion, fourgonnette",20 à 24 ans,1.29,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1041,Ambérieu-en-Bugey (01004),Château-Gaillard (01089),"Voiture, camion, fourgonnette",35 à 39 ans,4.21,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1042,Ambérieu-en-Bugey (01004),Château-Gaillard (01089),"Voiture, camion, fourgonnette",35 à 39 ans,1.24,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1043,Ambérieu-en-Bugey (01004),Château-Gaillard (01089),"Voiture, camion, fourgonnette",25 à 29 ans,1.29,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1044,Ambérieu-en-Bugey (01004),Château-Gaillard (01089),"Voiture, camion, fourgonnette",30 à 34 ans,1.24,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1045,Ambérieu-en-Bugey (01004),Château-Gaillard (01089),"Voiture, camion, fourgonnette",50 à 54 ans,1.29,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1046,Ambérieu-en-Bugey (01004),Château-Gaillard (01089),"Voiture, camion, fourgonnette",30 à 34 ans,4.4,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1047,Ambérieu-en-Bugey (01004),Château-Gaillard (01089),"Voiture, camion, fourgonnette",50 à 54 ans,4.21,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1048,Ambérieu-en-Bugey (01004),Château-Gaillard (01089),"Voiture, camion, fourgonnette",55 à 59 ans,4.21,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1052,Ambérieu-en-Bugey (01004),Château-Gaillard (01089),Vélo (y compris à assistance électrique),20 à 24 ans,1.29,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1053,Ambérieu-en-Bugey (01004),Château-Gaillard (01089),"Voiture, camion, fourgonnette",40 à 44 ans,4.4,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1054,Ambérieu-en-Bugey (01004),Château-Gaillard (01089),"Voiture, camion, fourgonnette",20 à 24 ans,3.59,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1055,Ambérieu-en-Bugey (01004),Château-Gaillard (01089),"Voiture, camion, fourgonnette",15 à 19 ans,4.09,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1056,Ambérieu-en-Bugey (01004),Château-Gaillard (01089),"Voiture, camion, fourgonnette",20 à 24 ans,4.09,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1057,Ambérieu-en-Bugey (01004),Château-Gaillard (01089),"Voiture, camion, fourgonnette",55 à 59 ans,1.29,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1058,Ambérieu-en-Bugey (01004),Château-Gaillard (01089),"Voiture, camion, fourgonnette",40 à 44 ans,1.29,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1060,Ambérieu-en-Bugey (01004),Château-Gaillard (01089),"Voiture, camion, fourgonnette",20 à 24 ans,1.41,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1063,Ambérieu-en-Bugey (01004),Château-Gaillard (01089),"Voiture, camion, fourgonnette",45 à 49 ans,6.33,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1064,Ambérieu-en-Bugey (01004),Château-Gaillard (01089),"Voiture, camion, fourgonnette",35 à 39 ans,6.33,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1065,Ambérieu-en-Bugey (01004),Château-Gaillard (01089),"Voiture, camion, fourgonnette",40 à 44 ans,6.33,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1067,Ambérieu-en-Bugey (01004),Château-Gaillard (01089),"Voiture, camion, fourgonnette",65 à 69 ans,1.24,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1069,Ambérieu-en-Bugey (01004),Château-Gaillard (01089),"Voiture, camion, fourgonnette",30 à 34 ans,1.29,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1070,Ambérieu-en-Bugey (01004),Château-Gaillard (01089),"Voiture, camion, fourgonnette",25 à 29 ans,6.33,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1071,Ambérieu-en-Bugey (01004),Château-Gaillard (01089),"Voiture, camion, fourgonnette",60 à 64 ans,4.12,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1072,Ambérieu-en-Bugey (01004),Château-Gaillard (01089),"Voiture, camion, fourgonnette",30 à 34 ans,3.62,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1073,Ambérieu-en-Bugey (01004),Château-Gaillard (01089),"Voiture, camion, fourgonnette",50 à 54 ans,3.79,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1075,Ambérieu-en-Bugey (01004),Château-Gaillard (01089),"Voiture, camion, fourgonnette",25 à 29 ans,1.24,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1076,Ambérieu-en-Bugey (01004),Château-Gaillard (01089),Transports en commun,40 à 44 ans,1.29,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1077,Ambérieu-en-Bugey (01004),Château-Gaillard (01089),"Voiture, camion, fourgonnette",20 à 24 ans,4.12,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1080,Ambérieu-en-Bugey (01004),Château-Gaillard (01089),"Voiture, camion, fourgonnette",55 à 59 ans,4.12,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1081,Ambérieu-en-Bugey (01004),Château-Gaillard (01089),"Voiture, camion, fourgonnette",35 à 39 ans,4.12,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1082,Ambérieu-en-Bugey (01004),Château-Gaillard (01089),"Voiture, camion, fourgonnette",50 à 54 ans,1.24,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1084,Ambérieu-en-Bugey (01004),Château-Gaillard (01089),Transports en commun,15 à 19 ans,3.79,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1085,Ambérieu-en-Bugey (01004),Châtillon-la-Palud (01092),"Voiture, camion, fourgonnette",25 à 29 ans,3.76,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1086,Ambérieu-en-Bugey (01004),Châtillon-la-Palud (01092),"Voiture, camion, fourgonnette",40 à 44 ans,5.82,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1087,Ambérieu-en-Bugey (01004),Chazey-sur-Ain (01099),"Voiture, camion, fourgonnette",25 à 29 ans,1.24,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1088,Ambérieu-en-Bugey (01004),Chazey-sur-Ain (01099),"Voiture, camion, fourgonnette",40 à 44 ans,1.41,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1089,Ambérieu-en-Bugey (01004),Chazey-sur-Ain (01099),"Voiture, camion, fourgonnette",40 à 44 ans,1.24,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1090,Ambérieu-en-Bugey (01004),Chazey-sur-Ain (01099),"Voiture, camion, fourgonnette",30 à 34 ans,4.4,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1091,Ambérieu-en-Bugey (01004),Dagneux (01142),"Voiture, camion, fourgonnette",25 à 29 ans,4.21,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1093,Ambérieu-en-Bugey (01004),Dagneux (01142),"Marche à pied (ou rollers, patinette)",55 à 59 ans,1.29,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1095,Ambérieu-en-Bugey (01004),Dagneux (01142),"Voiture, camion, fourgonnette",35 à 39 ans,1.29,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1096,Ambérieu-en-Bugey (01004),Dagneux (01142),"Voiture, camion, fourgonnette",35 à 39 ans,1.2,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1097,Ambérieu-en-Bugey (01004),Dagneux (01142),"Voiture, camion, fourgonnette",40 à 44 ans,4.21,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1098,Ambérieu-en-Bugey (01004),Dagneux (01142),"Voiture, camion, fourgonnette",35 à 39 ans,4.09,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1099,Ambérieu-en-Bugey (01004),Dagneux (01142),"Voiture, camion, fourgonnette",35 à 39 ans,5.0,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1100,Ambérieu-en-Bugey (01004),Dagneux (01142),"Voiture, camion, fourgonnette",40 à 44 ans,4.09,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1101,Ambérieu-en-Bugey (01004),Dagneux (01142),"Voiture, camion, fourgonnette",45 à 49 ans,4.21,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1102,Ambérieu-en-Bugey (01004),Dagneux (01142),"Voiture, camion, fourgonnette",25 à 29 ans,5.41,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1103,Ambérieu-en-Bugey (01004),Dagneux (01142),"Voiture, camion, fourgonnette",35 à 39 ans,1.41,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1104,Ambérieu-en-Bugey (01004),Dagneux (01142),"Voiture, camion, fourgonnette",20 à 24 ans,1.41,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1105,Ambérieu-en-Bugey (01004),Dagneux (01142),"Voiture, camion, fourgonnette",40 à 44 ans,1.29,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1107,Ambérieu-en-Bugey (01004),Dagneux (01142),Transports en commun,20 à 24 ans,6.33,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1109,Ambérieu-en-Bugey (01004),Dagneux (01142),"Voiture, camion, fourgonnette",20 à 24 ans,3.62,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1110,Ambérieu-en-Bugey (01004),Dagneux (01142),"Voiture, camion, fourgonnette",45 à 49 ans,3.52,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1111,Ambérieu-en-Bugey (01004),Dagneux (01142),"Voiture, camion, fourgonnette",50 à 54 ans,4.12,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1112,Ambérieu-en-Bugey (01004),Dagneux (01142),"Voiture, camion, fourgonnette",25 à 29 ans,3.76,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1113,Ambérieu-en-Bugey (01004),Dagneux (01142),"Voiture, camion, fourgonnette",30 à 34 ans,4.09,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1115,Ambérieu-en-Bugey (01004),Dagneux (01142),"Voiture, camion, fourgonnette",35 à 39 ans,1.24,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
